_dataobs_,Race,Race_Label,Signs_Of_Mental_Illness,Body_Camera,Day,Month,Threat_Level,Region,REP_Armed_Category,REP_Flee,REP_Mental_Illness,F_Signs_Of_Mental_Illness,I_Signs_Of_Mental_Illness,_WARN_,_NODE_,P_Signs_Of_Mental_Illness0,P_Signs_Of_Mental_Illness1,Q_Signs_Of_Mental_Illness0,Q_Signs_Of_Mental_Illness1,V_Signs_Of_Mental_Illness0,V_Signs_Of_Mental_Illness1,R_Signs_Of_Mental_Illness0,R_Signs_Of_Mental_Illness1,U_Signs_Of_Mental_Illness
3199,0,White,0,0,4,9,Attack,West,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
3200,1,Black,0,0,8,9,Undetermined,West,Toy Weapon,Foot,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
3201,0,White,0,0,7,9,Other,Southwest,Sharp Weapon,Not fleeing,No,0,1,,68,0.357142857,0.642857143,0.357142857,0.642857143,0.384615385,0.615384615,0.642857143,-0.642857143,1
3202,1,Black,0,0,6,9,Other,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3203,0,White,0,0,5,9,Attack,Northeast,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3204,0,White,0,0,11,9,Attack,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3205,0,White,0,0,2,9,Other,Southwest,Sharp Weapon,Not fleeing,No,0,1,,68,0.357142857,0.642857143,0.357142857,0.642857143,0.384615385,0.615384615,0.642857143,-0.642857143,1
3206,1,Black,0,1,9,9,Attack,Southwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3207,0,White,0,0,9,9,Attack,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3208,1,Black,0,0,11,9,Other,Midwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3209,0,Hispanic,0,0,9,9,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3210,1,Black,0,0,12,9,Attack,Southwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3211,0,White,0,0,12,9,Attack,Midwest,Undetermined,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3212,0,Hispanic,0,0,12,9,Attack,West,Blunt Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
3213,0,Hispanic,0,0,31,8,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3214,0,White,0,0,13,9,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3215,1,Black,0,0,16,9,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3216,1,Black,0,1,15,9,Attack,Midwest,Sharp Weapon,Not fleeing,No,0,1,,80,0.384615385,0.615384615,0.384615385,0.615384615,0.454545455,0.545454546,0.615384615,-0.615384615,1
3217,0,White,0,0,16,9,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3218,0,White,0,0,16,9,Attack,Southwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3219,1,Black,0,0,14,9,Undetermined,Southeast,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3220,0,White,0,0,18,9,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3221,1,Black,0,0,19,9,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3222,0,Hispanic,0,0,23,9,Other,West,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3223,0,White,0,0,23,9,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3224,0,White,0,0,23,9,Other,Southeast,Undetermined,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3225,0,White,0,0,21,9,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3226,0,White,0,0,22,9,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3227,1,Black,0,0,26,9,Attack,Southeast,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
3228,0,White,0,0,25,9,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3229,0,White,0,0,26,9,Attack,Southeast,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3230,0,White,0,0,29,9,Attack,Southwest,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3231,1,Black,0,0,28,9,Attack,Southeast,Sharp Weapon,Foot,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
3232,1,Black,0,1,29,9,Attack,Northeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3233,0,White,0,0,24,9,Attack,Southeast,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3234,0,White,0,0,29,9,Attack,Midwest,Vehicle,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3235,0,White,0,0,30,9,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3236,0,White,0,0,1,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3237,0,White,0,0,1,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3238,0,White,0,0,1,10,Attack,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3239,0,White,0,0,5,10,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3240,0,White,0,0,1,10,Attack,Northeast,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3241,1,Black,0,1,3,10,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3242,1,Black,0,1,9,10,Attack,Southwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3243,0,White,0,0,10,10,Other,West,Vehicle,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3244,0,White,0,0,7,10,Other,Southwest,Sharp Weapon,Not fleeing,No,0,1,,68,0.357142857,0.642857143,0.357142857,0.642857143,0.384615385,0.615384615,0.642857143,-0.642857143,1
3245,1,Black,0,0,8,10,Attack,Southwest,Blunt Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
3246,0,White,0,0,8,10,Attack,Midwest,Vehicle,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3247,1,Black,0,1,6,10,Other,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3248,0,Hispanic,0,0,13,10,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3249,1,Black,0,1,12,10,Other,Southwest,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3250,1,Black,0,0,12,10,Attack,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3251,0,Hispanic,0,0,12,10,Attack,Southeast,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
3252,0,White,0,1,10,10,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3253,0,White,0,0,11,10,Attack,Southwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3254,1,Black,0,0,14,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3255,0,White,0,1,14,10,Attack,Southeast,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
3256,0,Hispanic,0,0,3,9,Other,Midwest,Vehicle,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3257,0,White,0,0,15,10,Other,West,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3258,1,Black,0,0,15,10,Attack,Northeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3259,0,White,0,0,16,10,Attack,Southeast,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3260,1,Black,0,0,16,10,Other,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3261,0,White,0,0,15,10,Other,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3262,0,White,0,0,17,10,Other,West,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
3263,1,Black,0,0,17,10,Attack,Southeast,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3264,0,White,0,0,21,10,Attack,Midwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3265,1,Black,0,0,20,10,Attack,Midwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3266,0,White,0,0,18,10,Attack,Northeast,Sharp Weapon,Not fleeing,No,0,1,,68,0.357142857,0.642857143,0.357142857,0.642857143,0.384615385,0.615384615,0.642857143,-0.642857143,1
3267,0,White,0,0,24,10,Other,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3268,0,White,0,0,21,10,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3269,0,White,0,0,23,10,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3270,0,White,0,0,25,10,Other,Southeast,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
3271,0,White,0,0,25,10,Attack,Southeast,Vehicle,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3272,0,White,0,0,23,10,Attack,Southwest,Vehicle,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3273,0,White,0,0,27,10,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3274,1,Black,0,1,27,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3275,0,White,0,0,25,10,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3276,0,Hispanic,0,1,27,10,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3277,1,Black,0,0,27,10,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3278,1,Asian,0,1,26,10,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3279,1,Black,0,1,23,10,Attack,Northeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3280,1,Black,0,1,23,10,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3281,0,White,0,1,28,10,Attack,Midwest,Blunt Weapon,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3282,1,Black,0,1,30,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3283,0,White,0,0,30,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3284,1,Black,0,0,3,11,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3285,0,White,0,0,2,11,Attack,Southeast,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
3286,0,White,0,0,2,11,Attack,Southeast,Undetermined,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3287,0,Hispanic,0,0,1,11,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3288,0,Hispanic,0,0,1,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3289,0,White,0,0,31,10,Attack,Southeast,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3290,1,Asian,0,0,30,10,Other,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3291,0,White,0,0,30,10,Other,West,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
3292,1,Black,0,0,6,11,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3293,0,White,0,0,6,11,Undetermined,Southwest,Undetermined,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3294,0,Hispanic,0,0,6,11,Other,Southwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3295,1,Black,0,1,5,11,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3296,0,White,0,0,5,11,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3297,1,Asian,0,0,5,11,Other,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3298,1,Black,0,0,6,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3299,0,White,0,0,5,11,Other,Southwest,Sharp Weapon,Car,No,0,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,0.106666667,-0.106666667,0
3300,0,Hispanic,0,0,1,11,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3301,0,Hispanic,0,0,4,11,Attack,Southwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3302,0,White,0,0,4,11,Other,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3303,1,Black,0,1,7,11,Attack,Southeast,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3304,0,White,0,0,7,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3305,0,White,0,0,7,11,Other,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3306,0,White,0,0,11,11,Other,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3307,0,White,0,0,12,11,Attack,Southwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3308,0,White,0,0,11,11,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3309,0,White,0,0,11,11,Attack,Southeast,Vehicle,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3310,0,White,0,0,9,11,Other,Southeast,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
3311,0,White,0,0,16,11,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3312,1,Black,0,0,15,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3313,0,Hispanic,0,0,1,11,Attack,Southwest,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
3314,1,Black,0,0,15,11,Other,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3315,1,Black,0,0,18,11,Attack,West,Vehicle,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3316,1,Black,0,0,13,11,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3317,0,White,0,0,16,11,Attack,Midwest,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3318,0,White,0,0,19,11,Other,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3319,0,Hispanic,0,0,19,11,Other,West,Sharp Weapon,Undetermined,No,0,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,0.106666667,-0.106666667,0
3320,0,White,0,0,18,11,Attack,Midwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3321,0,White,0,0,19,11,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3322,0,Hispanic,0,0,13,11,Other,West,Sharp Weapon,Foot,No,0,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,0.106666667,-0.106666667,0
3323,0,White,0,0,14,11,Attack,Southwest,Blunt Weapon,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3324,0,White,0,0,20,11,Other,Southeast,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
3325,0,White,0,0,20,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3326,1,Black,0,1,20,11,Attack,West,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3327,1,Black,0,1,23,11,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3328,0,Hispanic,0,0,23,11,Attack,West,Toy Weapon,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3329,0,White,0,0,24,11,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3330,0,Other,0,0,12,11,Other,West,Vehicle,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3331,0,Hispanic,0,0,21,10,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3332,1,Asian,0,0,22,10,Other,West,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
3333,0,Hispanic,0,1,21,10,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3334,0,White,0,0,19,10,Attack,Southwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3335,1,Black,0,0,15,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3336,0,Hispanic,0,0,13,10,Attack,Southwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3337,0,White,0,0,8,10,Attack,West,Vehicle,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3338,1,Black,0,1,25,11,Attack,West,Vehicle,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3339,0,White,0,0,22,11,Attack,West,Vehicle,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
3340,1,Black,0,0,22,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
3341,0,Hispanic,0,0,19,11,Attack,Midwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
3342,0,White,0,0,1,12,Attack,Northeast,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
