_dataobs_,Race,Race_Label,Signs_Of_Mental_Illness,Body_Camera,Day,Month,Threat_Level,Region,REP_Armed_Category,REP_Flee,REP_Mental_Illness,F_Signs_Of_Mental_Illness,I_Signs_Of_Mental_Illness,_WARN_,_NODE_,P_Signs_Of_Mental_Illness0,P_Signs_Of_Mental_Illness1,Q_Signs_Of_Mental_Illness0,Q_Signs_Of_Mental_Illness1,V_Signs_Of_Mental_Illness0,V_Signs_Of_Mental_Illness1,R_Signs_Of_Mental_Illness0,R_Signs_Of_Mental_Illness1,U_Signs_Of_Mental_Illness
575,1,Black,0,0,24,10,Undetermined,West,Other Weapon,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
576,0,White,0,0,24,10,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
577,0,White,0,0,24,10,Attack,West,Other Weapon,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
578,1,Black,0,0,26,10,Other,Southeast,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
579,1,Black,0,0,26,10,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
580,0,Other,0,0,26,10,Attack,Southeast,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
581,1,Black,0,0,5,10,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
582,1,Black,0,0,28,10,Attack,West,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
583,0,White,0,0,28,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
584,1,Black,0,1,27,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
585,1,Black,0,0,28,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
586,0,White,0,0,28,10,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
587,1,Black,0,0,29,10,Other,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
588,0,White,0,0,29,10,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
589,0,White,0,0,30,10,Attack,Southeast,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
590,0,Hispanic,0,0,30,10,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
591,1,Black,0,0,30,10,Other,Southwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
592,0,White,0,0,31,10,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
593,1,Black,0,0,31,10,Other,Southeast,Unarmed,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
594,0,White,0,0,30,10,Attack,Southwest,Sharp Weapon,Foot,No,0,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,0.106666667,-0.106666667,0
595,0,White,0,0,1,11,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
596,0,White,0,0,1,11,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
597,0,White,0,1,1,11,Undetermined,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
598,1,Black,0,0,2,11,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
599,0,White,0,0,4,11,Attack,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
600,1,Black,0,0,4,11,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
601,0,Other,0,0,4,11,Attack,West,Sharp Weapon,Foot,No,0,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,0.106666667,-0.106666667,0
602,0,White,0,1,3,11,Other,Southeast,Unarmed,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
603,0,White,0,1,4,11,Other,West,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
604,0,White,0,0,5,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
605,0,White,0,0,5,11,Attack,Midwest,Blunt Weapon,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
606,0,White,0,0,6,11,Other,West,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
607,1,Black,0,0,9,11,Attack,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
608,0,White,0,0,6,11,Undetermined,Southeast,Undetermined,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
609,0,White,0,0,9,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
610,0,Hispanic,0,0,9,11,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
611,0,Hispanic,0,0,10,11,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
612,0,Hispanic,0,0,10,11,Other,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
613,0,Hispanic,0,0,11,11,Other,Southwest,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
614,0,Hispanic,0,0,11,11,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
615,0,White,0,0,11,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
616,1,Black,0,0,11,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
617,0,Hispanic,0,0,9,11,Other,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
618,1,Black,0,0,12,11,Other,West,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
619,1,Black,0,0,15,11,Attack,West,Toy Weapon,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
620,0,White,0,0,15,11,Attack,Southeast,Other Weapon,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
621,0,White,0,0,13,11,Attack,Southeast,Toy Weapon,Not fleeing,No,0,1,,32,0.305084746,0.694915254,0.305084746,0.694915254,0.428571429,0.571428571,0.694915254,-0.694915254,1
622,0,Hispanic,0,0,14,11,Other,West,Blunt Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
623,0,Hispanic,0,0,13,11,Undetermined,West,Undetermined,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
624,0,White,0,0,13,11,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
625,1,Black,0,0,15,11,Attack,Northeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
626,1,Black,0,0,17,11,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
627,1,Black,0,0,15,11,Undetermined,Midwest,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
628,0,White,0,0,10,11,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
629,0,White,0,0,16,11,Other,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
630,1,Black,0,0,17,11,Other,Southwest,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
631,0,White,0,0,17,11,Other,Southeast,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
632,1,Black,0,0,18,11,Other,Southeast,Undetermined,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
633,1,Black,0,0,18,11,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
634,1,Black,0,0,19,11,Attack,Southeast,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
635,1,Black,0,0,19,11,Attack,Southeast,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
636,1,Black,0,0,19,11,Other,West,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
637,0,White,0,0,21,11,Attack,Southwest,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
638,0,White,0,0,22,11,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
639,0,Hispanic,0,1,23,11,Other,Southwest,Sharp Weapon,Not fleeing,No,0,0,,81,0.875,0.125,0.875,0.125,0.666666667,0.333333333,0.125,-0.125,0
640,0,Hispanic,0,0,22,11,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
641,0,White,0,0,23,11,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
642,0,White,0,0,24,11,Other,Midwest,Toy Weapon,Not fleeing,No,0,0,,33,0.692307692,0.307692308,0.692307692,0.307692308,0.857142857,0.142857143,0.307692308,-0.307692308,0
643,0,White,0,0,25,11,Attack,Midwest,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
644,0,White,0,0,25,11,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
645,0,White,0,0,29,11,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
646,0,White,0,0,29,11,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
647,0,White,0,0,27,11,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
648,0,White,0,0,28,11,Other,Southwest,Blunt Weapon,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
649,0,Hispanic,0,0,29,11,Attack,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
650,0,White,0,0,29,11,Attack,Midwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
651,1,Asian,0,0,30,11,Attack,West,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
652,1,Black,0,0,30,11,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
653,0,White,0,0,1,12,Attack,Northeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
654,0,White,0,0,25,11,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
655,0,Hispanic,0,0,1,12,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
656,0,Hispanic,0,0,2,12,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
657,0,Other,0,0,2,12,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
658,0,Other,0,0,2,12,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
659,1,Black,0,0,2,12,Other,West,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
660,0,Hispanic,0,0,2,12,Other,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
661,0,Hispanic,0,0,2,12,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
662,0,White,0,0,3,12,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
663,0,White,0,0,4,12,Other,Southwest,Blunt Weapon,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
664,1,Black,0,0,4,12,Attack,Northeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
665,0,White,0,0,5,12,Attack,Southwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
666,0,White,0,1,5,12,Other,Southeast,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
667,0,White,0,0,5,12,Other,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
668,0,Hispanic,0,0,5,12,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
669,0,White,0,0,6,12,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
670,1,Black,0,0,8,12,Other,Northeast,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
671,1,Black,0,0,8,12,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
672,0,White,0,0,9,12,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
673,0,White,0,0,10,12,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
674,1,Black,0,0,10,12,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
675,0,White,0,0,10,12,Attack,West,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
676,0,White,0,0,11,12,Attack,Southwest,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
677,1,Black,0,0,12,12,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
678,1,Black,0,0,12,12,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
679,0,White,0,0,12,12,Attack,Southwest,Other Weapon,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
680,0,Hispanic,0,0,12,12,Attack,West,Sharp Weapon,Undetermined,No,0,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,0.106666667,-0.106666667,0
681,0,Other,0,0,13,12,Attack,West,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
682,1,Black,0,1,14,12,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
683,0,Hispanic,0,0,13,12,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
684,0,White,0,0,14,12,Undetermined,Southeast,Undetermined,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
685,1,Asian,0,0,14,12,Other,West,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
686,0,Hispanic,0,1,14,12,Other,West,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
687,0,Hispanic,0,0,14,12,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
688,0,White,0,0,14,12,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
689,1,Black,0,0,15,12,Attack,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
690,0,White,0,0,17,12,Attack,West,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
691,0,White,0,0,18,12,Attack,Midwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
692,0,White,0,0,18,12,Attack,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
693,0,White,0,1,26,11,Other,West,Unarmed,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
694,1,Black,0,0,20,12,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
695,0,Hispanic,0,0,21,12,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
696,1,Black,0,0,21,12,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
697,0,White,0,0,21,12,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
698,1,Black,0,0,21,12,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
699,0,White,0,1,22,12,Attack,Northeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
700,0,White,0,0,22,12,Undetermined,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
701,0,Hispanic,0,1,22,12,Undetermined,Southwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
702,0,White,0,0,21,12,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
703,0,White,0,0,24,12,Other,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
704,1,Black,0,0,26,12,Other,Midwest,Unarmed,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
705,1,Black,0,0,24,12,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
706,0,Hispanic,0,0,24,12,Other,West,Sharp Weapon,Not fleeing,No,0,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,0.206521739,-0.206521739,0
707,0,White,0,0,27,12,Undetermined,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
708,0,White,0,1,28,12,Attack,Southeast,Toy Weapon,Not fleeing,No,0,1,,32,0.305084746,0.694915254,0.305084746,0.694915254,0.428571429,0.571428571,0.694915254,-0.694915254,1
709,1,Asian,0,0,29,12,Undetermined,West,Undetermined,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
710,0,Hispanic,0,1,30,12,Attack,West,Sharp Weapon,Not fleeing,No,0,0,,81,0.875,0.125,0.875,0.125,0.666666667,0.333333333,0.125,-0.125,0
711,1,Black,0,1,31,12,Other,West,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
712,0,White,0,0,2,1,Other,West,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
713,0,White,0,1,1,1,Other,West,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
714,1,Black,0,0,3,1,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
715,0,White,0,0,17,11,Undetermined,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
716,1,Black,0,0,4,1,Undetermined,Southeast,Undetermined,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
717,0,White,0,0,27,12,Undetermined,Southeast,Undetermined,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
718,1,Black,0,1,4,1,Attack,Southwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
719,0,White,0,0,5,1,Attack,West,Undetermined,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
720,0,White,0,0,5,1,Other,Southeast,Sharp Weapon,Foot,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
